id,lemma,raw,sentiment,intensity
[10091],whole clown rage shitless room,whole clown rage shitless room,0,0.7290000000000001
[10092],bad juror big threat bitter,Worst juror biggest threat bitter,0,0.7290000000000001
[10093],twitter picture fume,twitter picture fume,0,0.7290000000000001
[10094],cruel cruel man therewillbeblood,cruel cruel man therewillbeblood,0,0.775
[10095],career game sport poor job year shit,career game sports poor job year shit,0,0.867
[10096],fitch next time,fitchest next time,0,0.831
[10097],fitnessfirstau people machine machine time notfair whypay,FitnessFirstAU people machines machines time notfair whypay,0,0.708
[10098],american city protest police shooting next whenwillitstop angry howmanymoretime,American city protest police shootings next whenwillitstop angry howmanymoretimes,0,0.708
[10099],angry white man,angry white man,0,0.708
[10100],wee pop sock shoes rage,wee pop socks SHOES rage,0,0.759
[10101],majority people cba people,majority people cba people,0,0.862
[10102],brat self righteous huff friend starter,brat self righteous huff friend starter,0,0.708
[10103],mothercareuk guy right,mothercareuk guys right,0,0.708
[10104],provoke anger,provoke anger,0,0.708
[10105],time wonder people,time wonder people,0,0.708
[10106],blood,Bloods,0,0.708
[10107],rule nimber carpet furious worsethananatomicbomb,rule nimber carpet furious worsethananatomicbomb,0,0.708
[10108],blood nap ugh,blood nap ugh,0,0.8170000000000001
[10109],devincameron23,devincameron23,0,0.708
[10110],angry student racist teacher class letting,angry student racist teacher class letting,0,0.708
[10111],storm aware damn rain damn rage,storm aware damn rain damn rage,0,0.708
[10112],ball anger today,ball anger today,0,0.708
[10113],today due bff,today due bff,0,0.75
[10114],verizonsupport thank wife iphone today thank angry,VerizonSupport thanks wife iphones today thanks angry,0,0.688
[10115],firstbsa late work,FirstBSA Late work,0,0.688
[10116],Police officer human being provocation orconservative,Police Officers human beings provocation ORConservative,0,0.688
[10117],angry,angry,0,0.688
[10118],flat party fuming,flat party fuming,0,0.69
[10119],tracking resent,tracking resent,0,0.688
[10120],man affront justice system,man affront justice system,0,0.688
[10121],house ya_boi_huck hand,HOUSE Ya_Boi_Huck HANDS,0,0.764
[10122],7th investigation forthwith outrage,7th investigation forthwith outrage,0,0.688
[10123],black armed record gun black cop outrage joke town,black armed record gun black cop outrage joke town,0,0.688
[10124],nappy rage,nappy rage,0,0.688
[10125],shitty pout wind change,shitty pout wind changes,0,0.688
[10126],shit innovation mind fuckery,shit innovation mind fuckery,0,0.688
[10127],people plan process rage,people plans process rage,0,0.688
[10128],bankrupt opportunistic establishment bridge social contract anger,bankrupt opportunistic establishment bridges social contracts anger,0,0.688
[10129],corrupt person donation nation terror,corrupt person donations nations terror,0,0.7659999999999999
[10130],pick fave child school,pick fave child school,0,0.688
[10131],angry people sign road rage,angry people sign road rage,0,0.688
[10132],soyoprincess inch thick mask,soyoprincess inch thick masks,0,0.667
[10133],coupon goal,coupon goal,0,0.667
[10134],top favorite bitter,top favorites bitter,0,0.667
[10135],tolerance honesty honesty anger hate,tolerance honesty honesty anger hate,0,0.667
[10136],gerfingerpoken rage rage many time brutal killing petit,gerfingerpoken rage rage MANY times brutal killings Petits,0,0.667
[10137],brother serious furious,brothers serious furious,0,0.578
[10138],nappy,nappy,0,0.667
[10139],manutd year absolute joke joke,ManUtd years absolute joke joke,0,0.667
[10140],hell loose anger looting,hell loose anger looting,0,0.667
[10141],guy guy anger life nje darkness fill,guy guy anger life nje darkness fills,0,0.667
[10142],hour football practice practice,hour football practice practice,0,0.667
[10143],angry,angry,0,0.667
[10144],much artefact point fury raid month life thank blizzard,much artefact points fury raid month life Thanks blizzard,0,0.667
[10145],suppose work dude thank furious,suppose work dude Thanks furious,0,0.833
[10146],angry,angry,0,0.667
[10147],mile form post day fume,miles form post days fume,0,0.667
[10148],congratulation month month furious,Congratulations month month furious,0,0.667
[10149],fury woman,fury women,0,0.667
[10150],straight people,straight people,0,0.648
[10151],irritation today strength,irritation today strength,0,0.667
[10152],possible bet,possible bet,0,0.6459999999999999
[10153],record madden rush broke record shutupphilsimms,record madden rush broke record shutupphilsimms,0,0.812
[10154],contact sofa today old one floor sofa,contact Sofas today Old ones floor sofas,0,0.6459999999999999
[10155],rabid grizzly bear scatter neighborhood poor refugee,rabid grizzly bears scatter neighborhoods poor refugees,0,0.6459999999999999
[10156],blm thug black black gang crime cry racism cop,blm thugs black black gang crime cry racism cop,0,0.6459999999999999
[10157],southern bint pout week,Southern bint pout week,0,0.6459999999999999
[10158],help customer service buck callback loathing,help customer service buck callbacks loathing,0,0.6459999999999999
[10159],stupid bitter,stupid bitter,0,0.6459999999999999
[10160],joke early mistake long engineer,joke early mistake longer engineer,0,0.6459999999999999
[10161],today furious member,today furious member,0,0.6459999999999999
[10162],People,People,0,0.6459999999999999
[10163],men rage strike good rage emotion negative positive wish strike martial art control good hope,Men rage strike best rage emotions negative positive wish strike martial arts control best hope,0,0.6459999999999999
[10164],black people human being cantsleep,Black people human beings cantsleep,0,0.6459999999999999
[10165],devincameron23 revenge,devincameron23 revenge,0,0.6459999999999999
[10166],joke early mistake long engineer,joke early mistake longer engineer,0,0.6459999999999999
[10167],unarmed black cop many month s outrage,unarmed blacks cops many month s outrage,0,0.6459999999999999
[10168],bt_uk tracking show equipment service week,bt_uk tracking show equipment service weeks,0,0.6459999999999999
[10169],pout time nerve,pout time nerves,0,0.6459999999999999
[10170],fist laptop screen time new rage anger,fist laptops screen time new rage anger,0,0.6459999999999999
[10171],rabid fan clothe perfect,rabid fans clothes perfect,0,0.6459999999999999
[10172],dear future big brother player season win dollar,Dear future big brother players season win dollars,0,0.6459999999999999
[10173],street innocent citizen,street innocent citizens,0,0.556
[10174],nothappy fullprice fuming bestride,nothappy fullprice fuming bestrides,0,0.6459999999999999
[10175],dinner furious,dinner furious,0,0.6459999999999999
[10176],girl front gum cow amp ready snap,girl front gum cow amp ready snap,0,0.6459999999999999
[10177],nonsensical injustice black black property anger,nonsensical injustice blacks black property anger,0,0.69
[10178],priority list thing order racism animalright abortion cop,priority list things order racism animalrights abortion cops,0,0.6459999999999999
[10179],vodafoneuk bill hav text prove swine,VodafoneUK bill hav text prove swines,0,0.6459999999999999
[10180],boy drag route madden,boy drag routes madden,0,0.6459999999999999
[10181],fever high blood,fever highs blood,0,0.6459999999999999
[10182],bad tantrum,BAD tantrums,0,0.6459999999999999
[10183],rage,rage,0,0.6459999999999999
[10184],bitter,bitter,0,0.47200000000000003
[10185],people bitter iphone,people bitter iPhones,0,0.625
[10186],guy people anti idea policing reform amazing,guy people anti idea policing reform amazing,0,0.625
[10187],unhappy,unhappy,0,0.531
[10188],shameful display today much anger dt clown,shameful display today much anger dt clowns,0,0.625
[10189],hell loose looting,hell loose looting,0,0.625
[10190],whole season stupid cunt work kirstyga oldcunt,whole season stupid cunt work KirstyGA oldcunt,0,0.625
[10191],police tear terrible,police tears terrible,0,0.625
[10192],fuck well revenge,fuck better revenge,0,0.625
[10193],shit wrath winter,shit wrath winter,0,0.625
[10194],,,0,0.625
[10195],unarmed black cop many month,unarmed blacks cops many month,0,0.625
[10196],respect feather,respect feathers,0,0.625
[10197],parcel pick store address poorcustomerservice,parcel pick store address poorcustomerservice,0,0.625
[10198],madden bundle physical copy madden code download,madden bundle physical copy madden code download,0,0.625
[10199],bad,BAD,0,0.625
[10200],blood bitter test becouse cleanse blood,blood bitter test becouse cleanse blood,0,0.5429999999999999
[10201],new gun enough show anger number thing,new gun enough show anger number things,0,0.625
[10202],jealous cry baby bitter gladsheisgone crybaby,jealous cry baby bitter gladsheisgone crybaby,0,0.5710000000000001
[10203],black black crime one victim cop medium,black black crime one victims cops media,0,0.625
[10204],angry gh bond friendship bitter,angry gh bond friendship bitter,0,0.625
[10205],radio commentator sudden surge rage,radio commentator sudden surge rage,0,0.625
[10206],immortalbulldog coach slow team living outrage,immortalbulldog coach slowest team living outrage,0,0.625
[10207],day backtoreality,days backtoreality,0,0.625
[10208],fuming,fuming,0,0.625
[10209],break wedding rage general stupidity certain people,break wedding rage general stupidity certain people,0,0.625
[10210],fist laptop screen time new lmao hp,fist laptops screen time new lmao hp,0,0.625
[10211],brother aggressive manner tantrum kid,brother aggressive manner tantrums kid,0,0.625
[10212],phone talk rude money acc,phone talk rude money acc,0,0.604
[10213],laughter anger cost,laughter anger costs,0,0.604
[10214],People way escape world reality joke fury constant pain amp stress vacation,People way escape world reality joke fury constant pain amp stress vacation,0,0.604
[10215],black people people hell outta different,black people people hell outta different,0,0.604
[10216],politic people,politics people,0,0.479
[10217],mannym83 air raid offense,MannyM83 air raid offense,0,0.46799999999999997
[10218],verification email time,verification email times,0,0.604
[10219],unbelievable minute barclaysuk fault call hang,Unbelievable minutes BarclaysUK fault call hangs,0,0.604
[10220],justification provocation bad history way,justification provocation bad history way,0,0.604
[10221],anger issue,anger issues,0,0.604
[10222],,,0,0.604
[10223],bad player history bitter,worst players history bitter,0,0.604
[10224],sad ground,sad ground,0,0.604
[10225],happy,happy,0,0.604
[10226],chicken panerabread dollar customer,chicken panerabread dollars customer,0,0.604
[10227],program people detail outrage behaviour,programs people detail outrage behaviour,0,0.596
[10228],woman long hair inner feminist rage,women long hair inner feminist rage,0,0.604
[10229],change joke,changes joke,0,0.604
[10230],girl much lol,Girls much lol,0,0.527
[10231],figure real quick irritation,figure real quick irritation,0,0.604
[10232],cry,cry,0,0.604
[10233],pizza serious hungry furious hangry,pizzas Serious hungry furious hangry,0,0.447
[10234],bloody parking ticket,Bloody parking ticket,0,0.583
[10235],contact sofa today old one floor sofas,contact Sofas today Old ones floor sofas,0,0.583
[10236],helpful promising stuff,helpful promising stuff,0,0.583
[10237],rape apologist man rabid mindless beast friend,rape apologists men rabid mindless beasts friends,0,0.583
[10238],angry telling year old guy girl offended,angry telling year old guy girl offended,0,0.583
[10239],black police woman typical looney toon chaos,black police woman Typical looney toon chaos,0,0.583
[10240],sex offense race culture amp,sex offense races cultures amp,0,0.629
[10241],bump week angry,bump weeks angry,0,0.583
[10242],child flesh fellow limb adult,child flesh fellow limbs adults,0,0.583
[10243],thing bad angry vengeful behavior detest,thing worse angry vengeful behavior detest,0,0.583
[10244],delete shit snap,Delete shit snap,0,0.583
[10245],priority list thing order outrage racism animalright abortion cop,priority list things order outrage racism animalrights abortion cops,0,0.583
[10246],pjrvs true venom bitter old man porch,pjrvs true venom bitter old man porch,0,0.583
[10247],grey anatomy og character fuming,greys anatomy OG character fuming,0,0.583
[10248],people uhoh angry,people uhoh angry,0,0.583
[10249],revenge,revenge,0,0.583
[10250],firstbsa late work,FirstBSA Late work,0,0.583
[10251],angry unavoidable sudden excitement sin,angry unavoidable sudden excitement sin,0,0.583
[10252],fiery little demon straight hell,fiery little demons straight hell,0,0.583
[10253],bitter today,bitter today,0,0.583
[10254],white cop black people less outrage strange society,white cops black people less outrage Strange society,0,0.5
[10255],team daily personality angry yeller screamer,team daily personality angry yeller screamer,0,0.583
[10256],home cut grass heat air pout,home cut grass heat air pout,0,0.583
[10257],rage,rage,0,0.583
[10258],grey anatomy og character,greys anatomy OG character,0,0.583
[10259],specific amp intentional way part intention provoke conversation systemic racism black,specific amp intentional way part intention provoke conversation systemic racism blacks,0,0.583
[10260],bitter,bitter,0,0.583
[10261],will uncontrollable animal link comment help,wills uncontrollable animals link comments help,0,0.583
[10262],sorry angry drone,sorry angry drone,0,0.583
[10263],fuming,fuming,0,0.583
[10264],,,0,0.562
[10265],word anger,words anger,0,0.562
[10266],american city protest police shooting next smh whenwillitstop howmanymoretime,American city protest police shootings next Smh whenwillitstop howmanymoretimes,0,0.562
[10267],bitter,bitter,0,0.562
[10268],holiday next round fuming,holiday next round fuming,0,0.562
[10269],fact amp sister face golf club anger,fact amp sister face golf club anger,0,0.598
[10270],nytopinion point push piece board game angry toddler,nytopinion point push pieces board game angry toddler,0,0.562
[10271],,,0,0.562
[10272],jdspielman10 black man woman child outrage,jdspielman10 black men women CHILDREN outrage,0,0.562
[10273],letter subsist quaint virtuoso way fine l,letter subsist quaint virtuoso ways fine l,0,0.562
[10274],child hypocrite,children hypocrite,0,0.562
[10275],bitter pure card set time draw set,bitter pure card sets time draw sets,0,0.562
[10276],fact psycho,fact psycho,0,0.562
[10277],right,right,0,0.562
[10278],much tonight,much tonight,0,0.519
[10279],joke,jokes,0,0.562
[10280],mute fatalistic acceptance current situation fatalism,mute fatalistic acceptance current situation fatalism,0,0.562
[10281],wee pop sock shoe,wee pop socks SHOES,0,0.562
[10282],scottish accent,Scottish accent,0,0.562
[10283],conduct attack provoke reaction feeling islamic world,conduct attacks provoke reaction feeling Islamic world,0,0.562
[10284],,,0,0.562
[10285],outrage,outrage,0,0.562
[10286],indian revenge law,Indian revenge laws,0,0.562
[10287],bad juror big threat bb18,Worst juror biggest threat bb18,0,0.562
[10288],man face protein shaker fist suck,man face protein shaker fists suck,0,0.562
[10289],fake people,Fake people,0,0.562
[10290],fortunate black people equality revenge,fortunate black people equality revenge,0,0.562
[10291],anger wrath intense emotional response,Anger wrath intense emotional response,0,0.562
[10292],oliverdarcy right passage word insult church,oliverdarcy right passage word insult church,0,0.562
[10293],poor keeping,poor keeping,0,0.562
[10294],online theory bitter pet v vet crap,online theory bitter pets v vets crap,0,0.562
[10295],wind blue summer sting harm,wind blue summer sting harm,0,0.562
[10296],wigan big club bitter,wigan biggest club bitter,0,0.562
[10297],perfect illusion least angry ladygaga,perfect illusion least angry ladygaga,0,0.556
[10298],candace amp pout right tit gbbo,Candace amp pout right tits GBBO,0,0.562
[10299],abcdesignated stuartspecial tv,ABCDesignated stuartspecial tv,0,0.491
[10300],gazillion rabid parrot,gazillion rabid parrots,0,0.562
[10301],poc couscous white grocery store couscous trash,PoC couscous white grocery stores couscous trash,0,0.562
[10302],free magazine,free magazines,0,0.542
[10303],kid snap high helium gas lmao lol,kid snap high helium gas lmao lol,0,0.542
[10304],proceeding entire process insult constituent,proceedings entire process insult constituents,0,0.593
[10305],theme tho angry,theme tho angry,0,0.542
[10306],twitter go,twitter gon,0,0.42100000000000004
[10307],flat party,flat party,0,0.542
[10308],everycolorbot color colorblind,everycolorbot color colorblind,0,0.542
[10309],straight people straight guy,straight people straight guys,0,0.517
[10310],bad point racism provoke racist,bad point racism provoke racists,0,0.542
[10311],jrzy_boy play heavy game offense tho other,jrzy_boy play heavier game offense tho others,0,0.542
[10312],,,0,0.542
[10313],aroseblush big crocodile tear bully victim,aroseblush bigger crocodile tears Bullies victims,0,0.542
[10314],irish citizen drinking water foot,Irish citizens drinking water foot,0,0.542
[10315],pout eye mate,pout eye mate,0,0.542
[10316],weird grudge,weird grudge,0,0.542
[10317],dark skin,dark skin,0,0.525
[10318],big foot natural biological father blood boiling cross,big foot natural biological father blood boiling cross,0,0.542
[10319],bed sensible hour guy PEOPLE,bed sensible hour guys PEOPLE,0,0.542
[10320],people,people,0,0.542
[10321],person bitter seeing ravi,Person bitter seeing ravi,0,0.542
[10322],darren_hammer personal mate tired fan relentless tirade misery,Darren_Hammer personal mate tired fans relentless tirade misery,0,0.542
[10323],bad player history,worst players history,0,0.542
[10324],dear swallow swallow bitter pill number test cricket,Dear swallow swallow bitter pill number Test cricket,0,0.542
[10325],little nose irritation little body flu flu,little nose irritation little body flu flu,0,0.542
[10326],sjw,sjw,0,0.542
[10327],conniver existential fury,Connivers existential fury,0,0.542
[10328],guy,guys,0,0.542
[10329],hotchocolate haha facebookisforfamily rage,hotchocolate haha facebookisforfamily rage,0,0.542
[10330],anger thief government corruption,anger thieves government corruption,0,0.542
[10331],new outlet rage,new outlet rage,0,0.542
[10332],anger pure acceptance,anger pure acceptance,0,0.491
[10333],timid version rabid beast land restrained breath,timid version rabid beasts land restrained breath,0,0.542
[10334],pretty girl curse word anger little bit surprised,pretty girls curse words anger little bit surprised,0,0.542
[10335],,,0,0.519
[10336],hell hath fury cramp ouch,Hell hath fury cramp ouch,0,0.542
[10337],sister tv time thing huff,sister TV time thing huff,0,0.542
[10338],wrath proper evolution game,wrath proper evolution game,0,0.542
[10339],suicide tweet joke,suicide tweet joke,0,0.542
[10340],chamber negative comment lot bully behavior,chamber negative comments lots bully behavior,0,0.542
[10341],initiative thing revenge,initiative thing revenge,0,0.542
[10342],midnight let rage,midnight lets rage,0,0.542
[10343],people unprovoked good people respect,people unprovoked good people respect,0,0.521
[10344],spine frown,spine frown,0,0.521
[10345],,,0,0.521
[10346],anger,anger,0,0.521
[10347],,,0,0.521
[10348],,,0,0.521
[10349],angry gh bond friendship,angry gh bond friendship,0,0.521
[10350],man way reason esinscountdown,men way reason esinscountdown,0,0.521
[10351],TillTheEndMMVI boiling water,TillTheEndMMVI boiling water,0,0.521
[10352],bankrupt opportunistic establishment bridge social contract,bankrupt opportunistic establishment bridges social contracts,0,0.521
[10353],usual disappointing offense,usual disappointing offense,0,0.45799999999999996
[10354],stupid,stupid,0,0.521
[10355],irritation corpse,irritation corpse,0,0.5
[10356],decision angry happy,decision angry happy,0,0.521
[10357],relentless self promoter perfect match donald,relentless self promoters perfect match Donalds,0,0.521
[10358],access live bitter,access live bitter,0,0.517
[10359],brother,brother,0,0.415
[10360],abcdesignated stuartspecial tv umbrage,ABCDesignated stuartspecial tv umbrage,0,0.521
[10361],point cnnashleigh looting business outrage,point CNNAshleigh looting businesses outrage,0,0.5660000000000001
[10362],feeling lip frown try,feelings lips frown tries,0,0.521
[10363],dad work wrath slipper,dad work wrath slipper,0,0.521
[10364],rule nimber carpet worsethananatomicbomb,rule nimber carpet worsethananatomicbomb,0,0.521
[10365],m_warner21 yike wrath,m_warner21 Yikes wrath,0,0.521
[10366],twitt ruffle bush,twitter ruffle bushes,0,0.521
[10367],markiplier insult job red job suppose,markiplier insult job red job suppose,0,0.521
[10368],insult,insult,0,0.521
[10369],help anger,help anger,0,0.574
[10370],bitter,bitter,0,0.521
[10371],folk sorry offensive yesterday account,folks sorry offensive yesterday account,0,0.521
[10372],time team bit,time team bit,0,0.521
[10373],pout preposterous week week bit,pout preposterous week week bit,0,0.373
[10374],end follower candidate throw tantrum,end followers candidate throw tantrums,0,0.521
[10375],team daily yeller quiet screamer,team daily yeller quiet screamer,0,0.521
[10376],pout face aggravate week,pout face aggravates week,0,0.521
[10377],young bull bitter,young bull bitter,0,0.521
[10378],bitter,bitter,0,0.521
[10379],hebertofnh time man throw temper tantrum,HebertofNH time man throw temper tantrums,0,0.521
[10380],snuggling cat angry,snuggling cats angry,0,0.521
[10381],provoke letting,provoke letting,0,0.521
[10382],angry drunk lol weirdo time,angry drunk lol weirdos time,0,0.521
[10383],road rage amp violation road concept personal accountability driving,road rage amp violations road concept personal accountability driving,0,0.521
[10384],good comedy angry bbcthisweek,good comedy angry bbcthisweek,0,0.5
[10385],trump_videos rabid realdonaldtrump,Trump_Videos rabid realDonaldTrump,0,0.5
[10386],inner conflict odd priority innerconflict conflict value,Inner conflict odds priorities innerconflict conflict values,0,0.5
[10387],public outrage coupon rebate,public outrage coupons rebates,0,0.5
[10388],twitter fume election bad result,twitter fume election worse result,0,0.5
[10389],ruffle feather cryptic,ruffle feathers cryptic,0,0.5
[10390],deployment cadre bitter tough,deployment Cadres bitter tough,0,0.5
[10391],face kiss foreveralone bitter,face kisses foreveralone bitter,0,0.5
[10392],appearance deal,appearance deal,0,0.5
[10393],umeroffcial,umeroffcial,0,0.5
[10394],anger acid harm vessel anger,Anger acid harm vessel anger,0,0.5
[10395],shimmy drink,shimmy drinks,0,0.5
[10396],rage rage,rage rage,0,0.52
[10397],gender bias indignant saddler daughter much,gender bias indignant saddler daughter much,0,0.5
[10398],sister legitimate temper tantrum attention,sister legitimate temper tantrums attention,0,0.5
[10399],pizza serious hungry hangry,pizzas Serious hungry hangry,0,0.4
[10400],provocation entity fuel fire vigilant,provocation entity fuel fire vigilant,0,0.5
[10401],patvpeter quite response retaliation revenge n,PatVPeters Quite response retaliation revenge n,0,0.5
[10402],bradangelina anger blacklivesmatter,bradangelina anger blacklivesmatter,0,0.5
[10403],number time,number time,0,0.5
[10404],discipline resent rebuke proverb,discipline resent rebuke Proverbs,0,0.5
[10405],ugly suit displeasure,ugly suit displeasure,0,0.5
[10406],clip youtube tonight vigil church justice anger sadness,clips youtube tonight vigil church justice anger sadness,0,0.5
[10407],coworker rabid animal,coworkers rabid animal,0,0.5
[10408],right fume,right fume,0,0.5
[10409],,,0,0.5
[10410],rican hair black nose targeted feather,Rican hair black nose targeted feathers,0,0.5
[10411],bump week,bump weeks,0,0.5
[10412],anger,anger,0,0.5
[10413],anger issue,anger issues,0,0.5
[10414],favourite bake,favourite bakes,0,0.5
[10415],,,0,0.5
[10416],pout firm d,pout firm D,0,0.5
[10417],twitter mechanism kid oop,twitter mechanism kid oops,0,0.5
[10418],call fury righteous,call fury righteous,0,0.5
[10419],train laugh,train laugh,0,0.484
[10420],revenge new movie phantom indian army revenge,revenge new movies phantom indian army revenge,0,0.5
[10421],date,date,0,0.494
[10422],name bored snap swap pic,names bored snap swap pics,0,0.5
[10423],damn offense mix bag unpredictable lethal weapon coordinator,Damn offense mix bag unpredictable lethal weapons Coordinators,0,0.479
[10424],sick,sick,0,0.479
[10425],people plan process,people plans process,0,0.479
[10426],,,0,0.479
[10427],pressure burst pipe,pressure burst pipes,0,0.479
[10428],viral insult ballet model pointe shoe,viral insult ballet models pointe shoes,0,0.479
[10429],sense wrath innocent people police innocent man,sense wrath innocent people police innocent man,0,0.479
[10430],sorry,sorry,0,0.479
[10431],indignant world,indignant world,0,0.479
[10432],beef anger good friend,beef anger best friends,0,0.479
[10433],lydss_xx tharealversace incense,lydss_xx tharealversace incense,0,0.479
[10434],kind narcissistic ass,kind narcissistic ass,0,0.479
[10435],anger,anger,0,0.479
[10436],freepenaltie vile creature touchline game amp shout,Freepenalties vile creature touchline game amp shouts,0,0.479
[10437],dark skin,dark skin,0,0.479
